date,value
abdfghi-logACC,0.647010508617066
abdfghi-gbtACC,0.6646272211395162
abdfghi-logROC,0.7006702920703037
abdfghi-gbtROC,0.7252486397343055
abdei-logACC,0.5997556555466392
abdei-gbtACC,0.6290880717643013
abdei-logROC,0.637384279249511
abdei-gbtROC,0.6767395346552589
abdeh-logACC,0.6473600729871223
abdeh-gbtACC,0.6642776090030189
abdeh-logROC,0.7011771939704536
abdeh-gbtROC,0.7232687858060685
abdehi-logACC,0.6460924662768924
abdehi-gbtACC,0.6674249971340135
abdehi-logROC,0.7022663525500684
abdehi-gbtROC,0.7279111788143937
abdeg-logACC,0.5997554453742978
abdeg-gbtACC,0.6313176754939049
abdeg-logROC,0.6376292134521082
abdeg-gbtROC,0.6781295520261723
abdegi-logACC,0.6042143566815698
abdegi-gbtACC,0.634159090909091
abdegi-logROC,0.6393488428708591
abdegi-gbtROC,0.6852570205615593
abdegh-logACC,0.6490649814666208
abdegh-gbtACC,0.6653704860713057
abdegh-logROC,0.7020170983983494
abdegh-gbtROC,0.7260872270487224
abdeghi-logACC,0.6485841644694104
abdeghi-gbtACC,0.6674251881997784
abdeghi-logROC,0.7031206984934236
abdeghi-gbtROC,0.7295175674788151
abdef-logACC,0.5941599507050327
abdef-gbtACC,0.6222684951660362
abdef-logROC,0.6361635126520432
abdef-gbtROC,0.6660371309375348
abdefi-logACC,0.5984442470098208
abdefi-gbtACC,0.6258530226603997
abdefi-logROC,0.6377745434254511
abdefi-gbtROC,0.6733774347424292
abdefh-logACC,0.6478846535977685
abdefh-gbtACC,0.6623103003553823
abdefh-logROC,0.7012658841551843
abdefh-gbtROC,0.7211288895726099
abdefhi-logACC,0.6470977874584432
abdefhi-gbtACC,0.6667252378768773
abdefhi-logROC,0.7023173037655823
abdefhi-gbtROC,0.7252785880226909
abdefg-logACC,0.6000611792579005
abdefg-gbtACC,0.6272960564026138
abdefg-logROC,0.6378904874827583
abdefg-gbtROC,0.6752998435325084
abdefgi-logACC,0.603908269326302
abdefgi-gbtACC,0.6344212522450228
abdefgi-logROC,0.6397445938627929
abdefgi-gbtROC,0.6833282793380461
abdefgh-logACC,0.649895544346364
abdefgh-gbtACC,0.6641464041423057
abdefgh-logROC,0.7020663076703344
abdefgh-gbtROC,0.7240176813418217
abdefghi-logACC,0.6500703026481716
abdefghi-gbtACC,0.6677746665902402
abdefghi-logROC,0.7031650005364776
abdefghi-gbtROC,0.7274931606454713
abchi-logACC,0.6367375234055561
abchi-gbtACC,0.6451309469219305
abchi-logROC,0.6654134426535622
abchi-gbtROC,0.6872592363017672
abcgi-logACC,0.5557356796209255
abcgi-gbtACC,0.570818229584623
abcgi-logROC,0.5679495897153718
abcgi-gbtROC,0.6141449396569131
abcgh-logACC,0.6374807023577516
abcgh-gbtACC,0.6441254155680386
abcgh-logROC,0.6667584615498077
abcgh-gbtROC,0.6800476210046418
abcghi-logACC,0.637786703733425
abcghi-gbtACC,0.6455682009247583
abcghi-logROC,0.6678444432255511
abcghi-gbtROC,0.6896077075767169
abcfi-logACC,0.5820513584775879
abcfi-gbtACC,0.6227497325079292
abcfi-logROC,0.6257284368892376
abcfi-gbtROC,0.6641614788782845
abcfh-logACC,0.6409778459245673
abcfh-gbtACC,0.6478411765829797
abcfh-logROC,0.6891810245686807
abcfh-gbtROC,0.7042248973197245
abcfhi-logACC,0.641764731170469
abcfhi-gbtACC,0.6525187148916658
abcfhi-logROC,0.6884838047030357
abcfhi-gbtROC,0.7102609523903175
abcfg-logACC,0.583144283312316
abcfg-gbtACC,0.6197333486185945
abcfg-logROC,0.625403144807227
abcfg-gbtROC,0.6596762692882833
abcfgi-logACC,0.5890455691849135
abcfgi-gbtACC,0.6248477492452903
abcfgi-logROC,0.6282304063977415
abcfgi-gbtROC,0.6694456045559171
abcfgh-logACC,0.6411527666322748
abcfgh-gbtACC,0.6500706656731248
abcfgh-logROC,0.6904242975783677
abcfgh-gbtROC,0.7071927005873528
abcfghi-logACC,0.6416335645229088
abcfghi-gbtACC,0.6554476002139937
abcfghi-logROC,0.6897918446416857
abcfghi-gbtROC,0.7130514884411854
abcei-logACC,0.5931988708013298
abcei-gbtACC,0.6276459933509114
abcei-logROC,0.6346403259447694
abcei-gbtROC,0.6774083772233397
abceh-logACC,0.6411523940540335
abceh-gbtACC,0.6529994268027055
abceh-logROC,0.6922991528077264
abceh-gbtROC,0.7115521872192122
abcehi-logACC,0.6420267587603653
abcehi-gbtACC,0.6561469391264474
abcehi-logROC,0.6915701567535384
abcehi-gbtROC,0.716905206629358
abceg-logACC,0.5941602181971035
abceg-gbtACC,0.6263346325805342
abceg-logROC,0.6356644906802789
abceg-gbtROC,0.6731920279065302
abcegi-logACC,0.5976575146165309
abcegi-gbtACC,0.6307494936757231
abcegi-logROC,0.6371171832714116
abcegi-gbtROC,0.6818305593471841
abcegh-logACC,0.6435565459131033
abcegh-gbtACC,0.65544745691467
abcegh-logROC,0.6933946359693295
abcegh-gbtROC,0.7142894268192898
abceghi-logACC,0.6432069910963354
abceghi-gbtACC,0.6588574458328557
abceghi-logROC,0.6927130892855027
abceghi-gbtROC,0.7189799382831706
abcef-logACC,0.5866849994268026
abcef-gbtACC,0.6201270778401925
abcef-logROC,0.6327715863821142
abcef-gbtROC,0.6652378208994235
abcefi-logACC,0.5933298368298369
abcefi-gbtACC,0.6256786942565631
abcefi-logROC,0.6346081294699919
abcefi-gbtROC,0.6737567157811211
abcefh-logACC,0.6413273720814704
abcefh-gbtACC,0.6507700427987313
abcefh-logROC,0.6925797757915819
abcefh-gbtROC,0.7086860805828478
abcefhi-logACC,0.6422890442890443
abcefhi-gbtACC,0.6559719324391455
abcefhi-logROC,0.6917522152484067
abcefhi-gbtROC,0.7147284404063514
abcefg-logACC,0.5912313615346403
abcefg-gbtACC,0.6254599430624022
abcefg-logROC,0.6354047664081349
abcefg-gbtROC,0.6710664554335459
abcefgi-logACC,0.5977447934579082
abcefgi-gbtACC,0.6270337326607819
abcefgi-logROC,0.6372235125899267
abcefgi-gbtROC,0.6789399133921759
abcefgh-logACC,0.6422452615690319
abcefgh-gbtACC,0.6544417727081662
abcefgh-logROC,0.6936638216014324
abcefgh-gbtROC,0.7120384665196194
abcefghi-logACC,0.6426386659788299
abcefghi-gbtACC,0.6590320417287631
abcefghi-logROC,0.6928794789753162
abcefghi-gbtROC,0.7168479536929279
abcdi-logACC,0.5629049829951469
abcdi-gbtACC,0.5829704707860446
abcdi-logROC,0.5753288143576281
abcdi-gbtROC,0.6253675993315636
abcdh-logACC,0.6383113798769536
abcdh-gbtACC,0.6479289235354809
abcdh-logROC,0.6792605050974474
abcdh-gbtROC,0.6974249923481477
abcdhi-logACC,0.6377867514998663
abcdhi-gbtACC,0.6493277159998472
abcdhi-logROC,0.6820282987500279
abcdhi-gbtROC,0.7053693928323644
abcdg-logACC,0.5579651018380527
abcdg-gbtACC,0.5758456761817419
abcdg-logROC,0.5741929979503462
abcdg-gbtROC,0.6223830084111185
abcdgi-logACC,0.5578773453322634
abcdgi-gbtACC,0.5817464270701975
abcdgi-logROC,0.5770339611243542
abcdgi-gbtROC,0.6291080252131461
abcdgh-logACC,0.6393605219916695
abcdgh-gbtACC,0.6486719974015056
abcdgh-logROC,0.6793525336585544
abcdgh-gbtROC,0.6997435158692785
abcdghi-logACC,0.6394478581527762
abcdghi-gbtACC,0.649633889334709
abcdghi-logROC,0.6823372671913284
abcdghi-gbtROC,0.7070519805905359
abcdf-logACC,0.5895263384156827
abcdf-gbtACC,0.6248919523099851
abcdf-logROC,0.62858947653645
abcdf-gbtROC,0.668584521453791
abcdfi-logACC,0.593985068210478
abcdfi-gbtACC,0.628651190339715
abcdfi-logROC,0.6303755220971043
abcdfi-gbtROC,0.6751680051749461
abcdfh-logACC,0.6447371508273149
abcdfh-gbtACC,0.6582015075088845
abcdfh-logROC,0.6963685749916694
abcdfh-gbtROC,0.7195447322775717
abcdfhi-logACC,0.6444311112384883
abcdfhi-gbtACC,0.6632285051014559
abcdfhi-logROC,0.6977939992769293
abcdfhi-gbtROC,0.7245992973934076
abcdfg-logACC,0.5945971187282663
abcdfg-gbtACC,0.6281266383889335
abcdfg-logROC,0.6302747561294761
abcdfg-gbtROC,0.6730676355179093
abcdfgi-logACC,0.5981817130956475
abcdfgi-gbtACC,0.6321046276128244
abcdfgi-logROC,0.6320426851633709
abcdfgi-gbtROC,0.6801553548633221
abcdfgh-logACC,0.6465733692536971
abcdfgh-gbtACC,0.6600373820168902
abcdfgh-logROC,0.6972055698073147
abcdfgh-gbtROC,0.7223667393463107
abcdfghi-logACC,0.6464421739462723
abcdfghi-gbtACC,0.6651957373227864
abcdfghi-logROC,0.6987746681959537
abcdfghi-gbtROC,0.7268639491782756
abcde-logACC,0.5947722591616034
abcde-gbtACC,0.6342470289273567
abcde-logROC,0.6367702796415647
abcde-gbtROC,0.6795099363577422
abcdei-logACC,0.6005424643662349
abcdei-gbtACC,0.6374817150063051
abcdei-logROC,0.6375828548230025
abcdei-gbtROC,0.6857885421741485
abcdeh-logACC,0.646442040200237
abcdeh-gbtACC,0.6659826034621117
abcdeh-logROC,0.6991002383778526
abcdeh-gbtROC,0.7248201751663486
abcdehi-logACC,0.645524141159387
abcdehi-gbtACC,0.6677749054224464
abcdehi-logROC,0.7003058604046336
abcdehi-gbtROC,0.728836101923813
abcdeg-logACC,0.599668099659903
abcdeg-gbtACC,0.6338972066185181
abcdeg-logROC,0.638258249957347
abcdeg-gbtROC,0.683435914494027
abcdegi-logACC,0.6054382857579579
abcdegi-gbtACC,0.6390990102793381
abcdegi-logROC,0.6395104218794699
abcdegi-gbtROC,0.6895249113889813
abcdegh-logACC,0.6475786426688066
abcdegh-gbtACC,0.6656765161068439
abcdegh-logROC,0.7000602316748158
abcdegh-gbtROC,0.7273151557686528
abcdeghi-logACC,0.6461797737781344
abcdeghi-gbtACC,0.6679934177844014
abcdeghi-logROC,0.7012550724216846
abcdeghi-gbtROC,0.7306891604030883
abcdef-logACC,0.5946408441285491
abcdef-gbtACC,0.6308373361611067
abcdef-logROC,0.6368568775746327
abcdef-gbtROC,0.6761794914789613
abcdefi-logACC,0.5990125052543085
abcdefi-gbtACC,0.6345092093698652
abcdefi-logROC,0.6379722692803743
abcdefi-gbtROC,0.6839471511357571
abcdefh-logACC,0.6466606289884979
abcdefh-gbtACC,0.66296625778593
abcdefh-logROC,0.6992264233100662
abcdefh-gbtROC,0.7227729193221036
abcdefhi-logACC,0.645567751920211
abcdefhi-gbtACC,0.6671190817379342
abcdefhi-logROC,0.7003920879916753
abcdefhi-gbtROC,0.7268694954647964
abcdefg-logACC,0.5995368279261721
abcdefg-gbtACC,0.6321046849325538
abcdefg-logROC,0.6384901604318772
abcdefg-gbtROC,0.6816758058595224
abcdefgi-logACC,0.6040832473537392
abcdefgi-gbtACC,0.6372194390309145
abcdefgi-logROC,0.6398808450504126
abcdefgi-gbtROC,0.6884504110414408
abcdefgh-logACC,0.6487589323245061
abcdefgh-gbtACC,0.6665507088539876
abcdefgh-logROC,0.7001841653051168
abcdefgh-gbtROC,0.7259375921108259
abcdefghi-logACC,0.6491086017807329
abcdefghi-gbtACC,0.6694797088157745
abcdefghi-logROC,0.7013349588050598
abcdefghi-gbtROC,0.7297195299322434
